gene_name,TCGA-UCEC(Asian)(20)
SERPING1,0.2
PAMR1,0.2
TMEM110,0.2
DHX57,0.2
RAG1,0.2
ZNF267,0.2
ATP6V1C2,0.2
PDIA6,0.2
ZFP90,0.2
TRIML2,0.2
ZNF677,0.2
UBR2,0.2
C6orf165,0.2
RNF144A,0.2
OR9K2,0.2
PRKCE,0.2
TMF1,0.2
PBRM1,0.2
SLC3A1,0.2
RNF40,0.2
ZNF646,0.2
ZNF622,0.2
DYNC2LI1,0.2
KIAA1549L,0.2
HSPA2,0.2
CTNND1,0.2
PPM1A,0.2
NAT10,0.2
BRIX1,0.2
PROM1,0.2
HOXC10,0.2
SGOL2,0.2
MARS2,0.2
BOLL,0.2
SATB2,0.2
KAT2B,0.2
TYW5,0.2
NEDD4,0.2
KIF21A,0.2
ZNF280D,0.2
DYX1C1,0.2
PDE6A,0.2
C12orf4,0.2
CLK1,0.2
ARHGEF37,0.2
EFHB,0.2
PDGFRB,0.2
CAMK2A,0.2
GALNT13,0.2
NAB1,0.2
GRIA1,0.2
PMS1,0.2
FAM81A,0.2
ERC1,0.2
RNF111,0.2
ADGRE3,0.2
MYO1B,0.2
SF3B1,0.2
C12orf40,0.2
LUZP4,0.2
DNAH7,0.2
HECW2,0.2
CCDC150,0.2
PRMT8,0.2
ORC2,0.2
KCNH8,0.2
WDR72,0.2
ATP8B4,0.2
CPO,0.2
TCERG1,0.2
AP4E1,0.2
COLQ,0.2
PLEKHM3,0.2
SPATA9,0.2
PIKFYVE,0.2
TRAK2,0.2
PCSK1,0.2
CD4,0.2
KANSL1L,0.2
COPS2,0.2
ADGRF3,0.2
CPS1,0.2
MDH1B,0.2
DYTN,0.2
ANO2,0.2
NRP2,0.2
PARD3B,0.2
ICOS,0.2
ANKRD32,0.2
HM13,0.2
KIAA0825,0.2
NBEAL1,0.2
MYO5C,0.2
IGHM,0.2
NOP58,0.2
CPNE8,0.2
ADRB2,0.2
KCNA6,0.2
IGHG1,0.2
WDR75,0.2
COL3A1,0.2
HCK,0.2
GABRP,0.2
CREBRF,0.2
ACSL4,0.2
HEPACAM,0.2
SLC37A2,0.2
FEZ1,0.2
STT3A,0.2
GAD1,0.2
RPL4,0.2
PATE1,0.2
RGAG1,0.2
HYLS1,0.2
IQCH,0.2
SNPH,0.2
PPP1R13B,0.2
DNAJC28,0.2
IRS4,0.2
SCN2A,0.2
SCN3A,0.2
KCNH7,0.2
SON,0.2
CDHR2,0.2
GPRIN1,0.2
PLA2R1,0.2
LRRFIP2,0.2
TANC1,0.2
NEO1,0.2
UPP2,0.2
HCN4,0.2
ERMN,0.2
ADGRA3,0.2
TWF1,0.2
CDON,0.2
GPD1L,0.2
ADGRE2,0.2
LACTB,0.2
SNX22,0.2
OPCML,0.2
IGSF9B,0.2
USP3,0.2
RAB8B,0.2
SSFA2,0.2
PDE1A,0.2
TENM2,0.2
DNAJC10,0.2
KIF4B,0.2
GLB1L3,0.2
ZNF804A,0.2
SLC6A13,0.2
NEK10,0.2
DCAF12L2,0.2
TTC30B,0.2
AGPS,0.2
ADAMTS15,0.2
TGFBR2,0.2
IL10RB,0.2
GABRB2,0.2
KIRREL3,0.2
IGDCC4,0.2
DPP8,0.2
CEMIP,0.2
GABRA1,0.2
GABRG2,0.2
SLC24A1,0.2
OSBPL10,0.2
DIS3L,0.2
ASXL1,0.2
CAST,0.2
IKZF2,0.2
NR2C2,0.2
C5orf24,0.2
C20orf194,0.2
ADGRG7,0.2
ADGRL1,0.2
NUTM1,0.2
PCBD2,0.2
PRB1,0.2
TRPM8,0.2
AFF4,0.2
DDX46,0.2
SH3BP4,0.2
PRRT3,0.2
PGBD4,0.2
UPF3B,0.2
DUSP16,0.2
UGT1A10,0.2
ADGRG6,0.2
NKRF,0.2
SMAD5,0.2
TRPC7,0.2
SPOCK1,0.2
RIN2,0.2
TAS2R8,0.2
FSIP1,0.2
CYFIP1,0.2
SLC6A1,0.2
RALGAPA2,0.2
DIS3L2,0.2
PLCB2,0.2
VGLL4,0.2
KNSTRN,0.2
MATR3,0.2
RBM44,0.2
HEBP1,0.2
ARMC9,0.2
RAD18,0.2
FTMT,0.2
ETNK1,0.2
KIF16B,0.2
SLC12A2,0.2
MEGF10,0.2
SRGAP3,0.2
CNTN6,0.2
TRPM1,0.2
BTBD3,0.2
PYROXD1,0.2
ADGRL4,0.2
CEP120,0.2
GYS2,0.2
KCNJ8,0.2
MCM8,0.2
CHSY3,0.2
KIF1A,0.2
RAPGEF6,0.2
GABRB3,0.2
GABRA5,0.2
ANKMY1,0.2
LMO3,0.2
TJP1,0.2
CSRP2BP,0.2
CUL4B,0.2
SEMA6A,0.2
SMOX,0.2
PER2,0.2
GRIN2B,0.2
GSG1,0.2
KIAA1467,0.2
CLEC12B,0.2
FASTKD5,0.2
HDAC3,0.2
PRKAG3,0.2
CD163L1,0.2
PLCD4,0.2
PCDHB14,0.2
PCDHB13,0.2
PCDHB12,0.2
DENND5B,0.2
PDIA3,0.2
TGM7,0.2
PCDHB16,0.2
PCDHB8,0.2
PCDHB7,0.2
PCDHB5,0.2
SLCO4C1,0.2
PCDHB2,0.2
GRIA3,0.2
SPG11,0.2
CHD1,0.2
TMBIM1,0.2
ADGRF4,0.2
PCDHGA5,0.2
PCDHGB3,0.2
PCDHGA7,0.2
C1R,0.2
TNS1,0.2
BICD1,0.2
BAHCC1,0.2
SPATA5L1,0.2
LNPEP,0.2
PCDHGA12,0.2
PECR,0.2
ERAP1,0.2
CD163,0.2
GIN1,0.2
PZP,0.2
FAM90A1,0.2
DOCK10,0.2
IPO8,0.2
C3AR1,0.2
COL4A4,0.2
OVCH1,0.2
RTF1,0.2
ANKHD1-EIF4EBP3,0.2
UBR1,0.2
PID1,0.2
CLEC4D,0.2
ZCCHC12,0.2
KIAA1210,0.2
PHC1,0.2
A2M,0.2
SLC2A3,0.2
NANOG,0.2
PLA2G4E,0.2
PCDHA1,0.2
PCDHA2,0.2
VPS39,0.2
FARSB,0.2
EPHA4,0.2
AZIN2,0.2
PCDHA4,0.2
OBSL1,0.2
SNAP23,0.2
CHPF,0.2
SPEG,0.2
PPIP5K2,0.2
TTBK2,0.2
PCDHA10,0.2
NR4A2,0.2
CSNK2A1,0.2
LBP,0.2
IL6ST,0.2
DDX4,0.2
LCA5L,0.2
SLC24A4,0.2
ERICH6B,0.2
TRIM27,0.2
XKRX,0.2
SLC4A8,0.2
RSF1,0.2
PDPK1,0.2
MAP3K1,0.2
EDRF1,0.2
TFCP2,0.2
PCF11,0.2
DRC7,0.2
CPSF2,0.2
ANKRD36BP2,0.2
SLC5A3,0.2
PRKRIR,0.2
TNNT1,0.2
MRPL35,0.2
SNX18,0.2
DIAPH2,0.2
HS6ST2,0.2
WNT11,0.2
CCDC88C,0.2
SYTL4,0.2
SRL,0.2
ADCY9,0.2
CREBBP,0.2
DHX29,0.2
SKIV2L2,0.2
TRIP11,0.2
NLRP13,0.2
CCDC83,0.2
MEIOB,0.2
KIF2A,0.2
SERPINA12,0.2
DIP2B,0.2
VN1R1,0.2
ZNF772,0.2
NXF5,0.2
ZMAT1,0.2
IPO11,0.2
ACTBL2,0.2
LIMA1,0.2
NXF4,0.2
JRKL,0.2
ITPRIPL1,0.2
NCAPH,0.2
LRRK1,0.2
MRE11A,0.2
BTN3A2,0.2
KIF9,0.2
CCDC67,0.2
ZNF322,0.2
PEG3,0.2
NAALAD2,0.2
PPP4R4,0.2
ZNF470,0.2
BACH1,0.2
ZNF471,0.2
ZNF583,0.2
SMARCC1,0.2
BTK,0.2
CTSC,0.2
PDE4D,0.2
BTBD7,0.2
XRRA1,0.2
KRT6C,0.2
C2CD3,0.2
POMT2,0.2
MALAT1,0.2
FYB,0.2
ADD2,0.2
ANKS4B,0.2
DNAH3,0.2
TNXB,0.2
PRKAA1,0.2
KDM2A,0.2
CARD6,0.2
MPHOSPH10,0.2
ACSM2A,0.2
C6,0.2
KIAA1755,0.2
SPTLC2,0.2
RICTOR,0.2
GPATCH2L,0.2
LILRB1,0.2
TTLL5,0.2
SKP2,0.2
SCNN1B,0.2
APLF,0.2
LPAR4,0.2
PALB2,0.2
SPEF2,0.2
SLC22A12,0.2
CYSLTR1,0.2
YLPM1,0.2
ARHGAP17,0.2
TAPBP,0.2
AREL1,0.2
RAB1A,0.2
GP2,0.2
HDX,0.2
ITGA1,0.2
BFAR,0.2
GCFC2,0.2
EMB,0.2
NPIPA1,0.2
NCR1,0.2
NLRP7,0.2
EML5,0.2
MDC1,0.2
MSH5,0.2
KRT5,0.2
TCF7L1,0.2
MKL2,0.2
SNX29,0.2
ARHGEF17,0.2
NAP1L3,0.2
HCN1,0.2
KIAA0430,0.2
KIR3DL2,0.2
C5orf34,0.2
ANO1,0.2
KIR2DL1,0.2
UMODL1,0.2
CEP128,0.2
IGHMBP2,0.2
CPT1A,0.2
INO80B,0.2
LRP5,0.2
DIO2,0.2
TMC7,0.2
C2orf78,0.2
DUSP11,0.2
TMPRSS3,0.2
GPRASP1,0.2
ASB7,0.2
ARHGAP42,0.2
CFAP97,0.2
ARHGEF28,0.2
WDR33,0.2
SCN2B,0.2
AMMECR1L,0.2
ANKRD31,0.2
IREB2,0.2
CFAP74,0.2
AMER3,0.2
CFAP70,0.2
AMICA1,0.2
CCDC74B,0.2
HMGCR,0.2
UBE4A,0.2
CFAP61,0.2
NKTR,0.2
CEP164,0.2
KLHL40,0.2
PRPF4B,0.2
FAM217A,0.2
BDP1,0.2
CH17-140K24.8,0.2
STEAP3,0.2
MARCO,0.2
IL16,0.2
NXPE4,0.2
DPP10,0.2
UTP14A,0.2
EFTUD1,0.2
BCORL1,0.2
CAGE1,0.2
DRD2,0.2
TBC1D2B,0.2
RUNX1,0.2
TTC12,0.2
ACVR2B,0.2
CBL,0.2
ZEB2,0.2
PABPC1P2,0.2
MBD5,0.2
MORC4,0.2
SCN5A,0.2
AP3B1,0.2
PSTPIP1,0.2
ANO6,0.2
DMGDH,0.2
CYP11A1,0.2
SC5D,0.2
SORL1,0.2
NELL2,0.2
PDE8B,0.2
CLK4,0.2
OCRL,0.2
CFAP36,0.2
ZFP2,0.2
ADAMTS2,0.2
SLC38A1,0.2
SIN3A,0.2
HYOU1,0.2
MYRIP,0.2
RNF130,0.2
CFAP45,0.2
SV2C,0.2
DDX6,0.2
UBE2Q2,0.2
SCAPER,0.2
POTEE,0.2
BLOC1S5,0.2
ADAMTSL3,0.2
CTD-2027I19.2,0.2
TCL6,0.2
MITD1,0.2
MCTP2,0.2
AFF3,0.2
PDGFD,0.2
DDI1,0.2
TRIM23,0.2
DCDC2,0.2
IQGAP1,0.2
CASP4,0.2
ERBB2IP,0.2
UNC45A,0.2
CASP1,0.2
IL1RL1,0.2
SLC9A4,0.2
NR2F2,0.2
FAM65B,0.2
MMP13,0.2
MMP10,0.2
MMP27,0.2
IGF1R,0.2
INPP4A,0.2
CCR5,0.2
BIRC2,0.2
GRIK1,0.2
LRRC28,0.2
RGS7BP,0.2
ANKRD36B,0.2
TRPC6,0.2
GPRASP2,0.2
LRRC2,0.2
TMEM133,0.2
MSANTD4,0.2
TMEM182,0.2
IL36B,0.2
ZC3H6,0.2
AKAP13,0.2
ZNF502,0.2
ANAPC1,0.2
GCM2,0.2
PDE8A,0.2
ALPK3,0.2
SYCP2L,0.2
GUCY1A2,0.2
POLR1B,0.2
CIART,0.2
GCNT2,0.2
ZNF418,0.2
ZKSCAN7,0.2
AIFM1,0.2
RBL1,0.2
HIVEP1,0.2
NTRK3,0.2
NPHP1,0.2
ARHGAP20,0.2
ACAN,0.2
TGM4,0.2
MFGE8,0.2
EXPH5,0.2
ATXN1,0.2
TICRR,0.2
CDK7,0.2
CUL5,0.2
RAB39A,0.2
ZNF154,0.2
ARHGAP36,0.2
ATG2B,0.2
DDO,0.2
ARHGEF15,0.2
CYP2R1,0.2
DIRAS3,0.2
CLUL1,0.2
RPS6KA3,0.2
NLGN1,0.2
CNKSR2,0.2
C1orf141,0.2
ROCK1P1,0.2
FAM47E,0.2
RPE65,0.2
CDC7,0.2
ADAMTS13,0.2
GDI1,0.2
OR2F2,0.2
ADAMTSL2,0.2
BRD3,0.2
FPGT-TNNI3K,0.2
TNNI3K,0.2
NAALADL2,0.2
LEPR,0.2
ITGBL1,0.2
EZH2,0.2
USP24,0.2
RP11-119F19.5,0.2
C8A,0.2
C8B,0.2
PDHA1,0.2
MYSM1,0.2
SSPO,0.2
RAPGEF1,0.2
INADL,0.2
L1TD1,0.2
ZNF398,0.2
SMCHD1,0.2
PGM1,0.2
MAP7D2,0.2
CACHD1,0.2
CLCN1,0.2
RFPL2,0.2
TAS2R39,0.2
GOLIM4,0.2
TNFSF13B,0.2
CLCA4,0.2
WDR49,0.2
ZBBX,0.2
BCHE,0.2
PKN2,0.2
ZNF285,0.2
IQCD,0.2
GBP7,0.2
GBP5,0.2
MAGEB6,0.2
LRRC8C,0.2
WDR37,0.2
ZNF326,0.2
ING1,0.2
ABHD13,0.2
RBSN,0.2
FAM50A,0.2
PNPLA7,0.2
CAMSAP1,0.2
ACADM,0.2
FASN,0.2
USP33,0.2
FAM73A,0.2
PHC3,0.2
PTCHD1,0.2
GIPC2,0.2
IFI44L,0.2
ZNF230,0.2
ERCC5,0.2
PAQR3,0.2
SAMD7,0.2
ARGLU1,0.2
MYNN,0.2
LAMC3,0.2
FUBP3,0.2
FAM151A,0.2
AACS,0.2
SULT1E1,0.2
ASTN2,0.2
RNF165,0.2
MEGF9,0.2
SLC14A2,0.2
SETBP1,0.2
RIT2,0.2
XKR6,0.2
CNTRL,0.2
ELFN2,0.2
CYTH4,0.2
SLITRK5,0.2
MPHOSPH9,0.2
NASP,0.2
MEP1B,0.2
OFD1,0.2
TNC,0.2
ABCB9,0.2
AHSG,0.2
FOXJ3,0.2
TLR7,0.2
MTUS1,0.2
SCEL,0.2
SLC7A2,0.2
SLAIN1,0.2
MSR1,0.2
TMEM132B,0.2
DLC1,0.2
PSG7,0.2
EIF4A2,0.2
KNG1,0.2
ATXN3L,0.2
FETUB,0.2
SZT2,0.2
MAST2,0.2
STRBP,0.2
GCN1L1,0.2
NOM1,0.2
ZFYVE9,0.2
GREB1L,0.2
ROCK1,0.2
HTR5A,0.2
CDKL5,0.2
POTEC,0.2
STK24,0.2
SPTAN1,0.2
TBC1D13,0.2
CEP192,0.2
PRKAG2,0.2
CXCL5,0.2
MYH9,0.2
CBLN4,0.2
TTC14,0.2
SETD1B,0.2
ESYT2,0.2
EIF4G1,0.2
RNF11,0.2
B4GALT6,0.2
DSG2,0.2
ATPAF1,0.2
ECE2,0.2
DSG1,0.2
GAPVD1,0.2
UGGT2,0.2
DSC3,0.2
MYOM2,0.2
STIL,0.2
DVL3,0.2
ARHGEF10,0.2
B3GNT4,0.2
ANGPTL2,0.2
ALB,0.2
HFM1,0.2
BRDT,0.2
TCF4,0.2
WDR3,0.2
SMARCAD1,0.2
TSC22D2,0.2
SLC22A15,0.2
RP11-85G18.6,0.2
PTCHD3,0.2
RAB18,0.2
KMT2E,0.2
SPAG17,0.2
PITRM1,0.2
EFCAB3,0.2
CORO1C,0.2
TEP1,0.2
HAO2,0.2
PRPF6,0.2
P3H3,0.2
P3H2,0.2
CLRN1,0.2
ANKRD26,0.2
CSDE1,0.2
TRIM33,0.2
MDFIC,0.2
OR4Q3,0.2
TRPV4,0.2
TMEM168,0.2
LRRC37A3,0.2
THNSL1,0.2
ZNF277,0.2
CEP95,0.2
DOCK4,0.2
MAGI3,0.2
POLG2,0.2
LRRN3,0.2
MMRN1,0.2
CCSER1,0.2
NRCAM,0.2
KIAA1462,0.2
BCAS3,0.2
PPM1D,0.2
ACHE,0.2
SLITRK2,0.2
BCL9,0.2
EPX,0.2
PPP3CA,0.2
PLSCR2,0.2
SRSF1,0.2
PLSCR4,0.2
BANK1,0.2
RET,0.2
NIFK,0.2
RAB39B,0.2
AGFG2,0.2
CLIC2,0.2
NFKB1,0.2
ZNF22,0.2
CASK,0.2
GPR89A,0.2
HPS3,0.2
TTC28,0.2
AL161651.1,0.2
HLTF,0.2
NOTCH2,0.2
OTC,0.2
ZNF438,0.2
PTRH2,0.2
ARHGAP12,0.2
OOSP2,0.2
SMG8,0.2
CCDC7,0.2
TRMT10A,0.2
PARD3,0.2
CMKLR1,0.2
TEX14,0.2
C17orf47,0.2
RGS9,0.2
AXIN2,0.2
PSMD12,0.2
PTPN13,0.2
MAGEB2,0.2
PLXNA4,0.2
AGL,0.2
SFMBT2,0.2
ITIH5,0.2
QRICH2,0.2
KLHL8,0.2
CDC14A,0.2
RSRC1,0.2
S1PR1,0.2
CASKIN2,0.2
PPTC7,0.2
RAD9B,0.2
GK,0.2
TFDP1,0.2
F7,0.2
IL2RA,0.2
TAB3,0.2
CALD1,0.2
CCDC40,0.2
ZNF180,0.2
RBFOX3,0.2
ARHGEF7,0.2
TRIM59,0.2
RPL5,0.2
AKR1D1,0.2
HELQ,0.2
AGPAT9,0.2
SLC13A4,0.2
ARHGAP29,0.2
CNOT4,0.2
ATXN2,0.2
WDR91,0.2
FAM208B,0.2
TNPO3,0.2
NTNG1,0.2
ARMC3,0.2
ASB15,0.2
CACNB2,0.2
TAS2R16,0.2
ARHGEF26,0.2
AASS,0.2
CSF1,0.2
EWSR1,0.2
KCNC4,0.2
NFATC2,0.2
PROK1,0.2
pk,0.2
KCNA10,0.2
CTTNBP2,0.2
KPNA2,0.2
ASZ1,0.2
PDE3B,0.2
SLC39A12,0.2
SPAM1,0.2
RFPL1,0.2
C17orf80,0.2
FAM47A,0.2
FAM47B,0.2
ABCG2,0.2
ATP2A2,0.2
CD300LD,0.2
CD300C,0.2
WDR47,0.2
SALL4,0.2
CDC16,0.2
FAM188A,0.2
PLCH1,0.2
CELSR2,0.2
PQLC2L,0.2
CHAMP1,0.2
GRM8,0.2
PCM1,0.2
WDR7,0.2
SV2A,0.2
SPAG1,0.2
TLR10,0.2
TLR6,0.2
PRAMEF19,0.2
PRAMEF17,0.2
PRAMEF20,0.2
PRDM2,0.2
CSAG1,0.2
IL11RA,0.2
ZNF658,0.2
FBXO43,0.2
CYP4F3,0.2
CYP4F22,0.2
KIAA1045,0.2
BRD4,0.2
OSR2,0.2
KCNS2,0.2
KLF3,0.2
EVC2,0.2
TCF20,0.2
C19orf44,0.2
LINGO2,0.2
ZNF540,0.2
ARAP2,0.2
DTHD1,0.2
CLCN6,0.2
TMEM74,0.2
MFN2,0.2
ZNF607,0.2
ANGPT1,0.2
ZNF573,0.2
OXR1,0.2
LRP12,0.2
CPAMD8,0.2
DPYS,0.2
NOL6,0.2
KBTBD6,0.2
FAM86EP,0.2
MATN2,0.2
TNFSF11,0.2
CCDC122,0.2
HAUS3,0.2
TSC22D1,0.2
MAP4K1,0.2
NSUN7,0.2
HOOK2,0.2
DECR1,0.2
ZNF709,0.2
RP11-556N21.1,0.2
ZNF799,0.2
CTD-3105H18.14,0.2
PHOX2B,0.2
C1QTNF9B,0.2
SPATA31A1,0.2
ZNF763,0.2
CHRNA9,0.2
AKAP11,0.2
SPEN,0.2
ADD1,0.2
MTRF1,0.2
NAA16,0.2
CPQ,0.2
ZNF333,0.2
CLEC17A,0.2
SDC2,0.2
PKN1,0.2
UNC13B,0.2
RUSC2,0.2
PABPC3,0.2
NBPF1,0.2
CROCCP2,0.2
CENPJ,0.2
GRK4,0.2
RNF17,0.2
ZNF570,0.2
C9orf72,0.2
IL12RB1,0.2
NPHS1,0.2
PTPRD,0.2
SLC45A4,0.2
FLT1,0.2
PTK2,0.2
KHDRBS3,0.2
PAN3,0.2
ZNF724P,0.2
ZNF99,0.2
TNS2,0.2
PSIP1,0.2
SLA,0.2
ZNF429,0.2
CCDC27,0.2
ZNF738,0.2
CEP104,0.2
CEP89,0.2
ZNF518B,0.2
HHLA1,0.2
UHRF2,0.2
HAUS5,0.2
CDH26,0.2
ZNF559-ZNF177,0.2
SMC1B,0.2
FAM200B,0.2
FOXD4,0.2
SLC46A3,0.2
ZBED4,0.2
NUP50,0.2
ZNF599,0.2
ZNF302,0.2
XXbac-BPG116M5.17,0.2
PASD1,0.2
HSP90AB2P,0.2
KIAA2026,0.2
KCNQ3,0.2
GABRE,0.2
ZNF383,0.2
SORCS2,0.2
COL14A1,0.2
SEL1L3,0.2
SUPT20H,0.2
ZNF461,0.2
POSTN,0.2
MAMLD1,0.2
ZNF790,0.2
ZNF345,0.2
FREM2,0.2
COLEC10,0.2
KIAA1683,0.2
TNFRSF11B,0.2
ZNF420,0.2
ZNF585A,0.2
SLC30A8,0.2
H6PD,0.2
AFAP1,0.2
NPHP4,0.2
ABLIM2,0.2
ADCY8,0.2
RPL22,0.2
BNC2,0.2
CNTLN,0.2
ZNF486,0.2
N4BP2L2,0.2
MYC,0.2
DHX15,0.2
MLLT3,0.2
MTSS1,0.2
IFNA4,0.2
CAMTA1,0.2
NCAN,0.2
LGI2,0.2
HTRA3,0.2
SPATA31A3,0.2
ZNF833P,0.2
SNX30,0.2
GRIK5,0.2
STAP1,0.2
ZNF395,0.2
TDRD3,0.2
ELP3,0.2
TEX10,0.2
BAAT,0.2
ZNF189,0.2
KLHL1,0.2
ZC3H13,0.2
SFPQ,0.2
PTK2B,0.2
SMC2,0.2
OPA1,0.2
ATP13A4,0.2
PNMA2,0.2
MEGF8,0.2
RIMBP2,0.2
ALG2,0.2
AXL,0.2
CYP2S1,0.2
C9orf3,0.2
TCFL5,0.2
ERCC6L2,0.2
SLC35D2,0.2
WHSC1L1,0.2
DIDO1,0.2
ZNF782,0.2
RAB11FIP1,0.2
MUC4,0.2
FUT10,0.2
WRN,0.2
L1CAM,0.2
GABBR2,0.2
GTF2E2,0.2
TUBBP1,0.2
CDCA2,0.2
ATP13A5,0.2
OR13C9,0.2
EPB41L4B,0.2
HCFC1,0.2
SERPINB4,0.2
YTHDC1,0.2
PABPC4,0.2
PALM2-AKAP2,0.2
KIAA1468,0.2
RAE1,0.2
CCBE1,0.2
LMAN1,0.2
KIAA0368,0.2
ZNF532,0.2
C9orf84,0.2
ATP8B1,0.2
BCL6,0.2
ONECUT2,0.2
SERPINB7,0.2
CDH7,0.2
THRAP3,0.2
RHOBTB2,0.2
TMPRSS11A,0.2
SALL3,0.2
LIPE,0.2
ZNF407,0.2
SHROOM2,0.2
WWC3,0.2
PIBF1,0.2
FBXO15,0.2
RAD23B,0.2
SOCS6,0.2
RTTN,0.2
CLCN4,0.2
INPP5B,0.2
CCDC102B,0.2
DSEL,0.2
ZDHHC19,0.2
ADAM18,0.2
SPTBN4,0.2
SULF1,0.2
SRSF10,0.2
MYOM3,0.2
TNRC6B,0.2
ZNF121,0.2
IFT88,0.2
TMC1,0.2
ZNF559,0.2
MYBL1,0.2
TRPM6,0.2
ZNF141,0.2
RHCE,0.2
GRAP2,0.2
GCNT1,0.2
MYO1F,0.2
SPATA31D5P,0.2
ADSL,0.2
TRPM3,0.2
EXTL1,0.2
TCEB3,0.2
ACTN4,0.2
SLC10A5,0.2
IMPA1,0.2
ZNF658B,0.2
GRXCR1,0.2
HSPG2,0.2
PKIA,0.2
PI15,0.2
FOXD4L5,0.2
RAB22A,0.2
KCNB2,0.2
TRPA1,0.2
APBA1,0.2
MAMDC2,0.2
DNMT1,0.2
FRYL,0.2
CLVS1,0.2
PHF2,0.2
PSMC4,0.2
SENP5,0.2
SPIDR,0.2
ROR2,0.2
NOL8,0.2
ASPN,0.2
EPB41,0.2
ECM2,0.2
PTPRU,0.2
KIAA1211,0.2
RP11-248G5.8,0.2
PMEPA1,0.2
AASDH,0.2
GOLGA7,0.2
FAM120A,0.2
ZMAT4,0.2
ZNF546,0.2
FUT3,0.2
FBN3,0.2
SECISBP2,0.2
TOX,0.2
SDCBP,0.2
PLEKHG2,0.2
CLEC4M,0.2
CD209,0.2
CWH43,0.2
FRMD3,0.2
NTRK2,0.2
NAA35,0.2
DAPK1,0.2
TGS1,0.2
TPTE2,0.2
ZNF10,0.2
DENND1C,0.2
ZNF140,0.2
CENPE,0.2
CHI3L2,0.2
GSPT2,0.2
TOR1AIP2,0.2
SNX13,0.2
AGMO,0.2
KIAA0922,0.2
SCIN,0.2
VWDE,0.2
FSTL1,0.2
KDM5C,0.2
DHX9,0.2
NXPH1,0.2
SMG7,0.2
NCF2,0.2
NOVA1,0.2
MIOS,0.2
KIAA1598,0.2
MAATS1,0.2
TOM1L2,0.2
OTOGL,0.2
LARP1B,0.2
AXDND1,0.2
GPAM,0.2
RC3H1,0.2
MAB21L2,0.2
SLC15A2,0.2
CCDC144B,0.2
CDCA7L,0.2
PAPPA2,0.2
SEC16B,0.2
MYF6,0.2
HABP2,0.2
NRAP,0.2
PTPRQ,0.2
TWISTNB,0.2
SMCR8,0.2
TOP3A,0.2
EDEM3,0.2
FAM129A,0.2
IVNS1ABP,0.2
PRG4,0.2
ZBTB41,0.2
CRB1,0.2
PTPRC,0.2
PAPOLB,0.2
NR5A2,0.2
DMBT1,0.2
MYH1,0.2
MYH4,0.2
MYH13,0.2
KIF21B,0.2
NPAS3,0.2
MAGED2,0.2
BAZ1A,0.2
PFKFB1,0.2
MAD1L1,0.2
F13B,0.2
OSBPL8,0.2
DNAH9,0.2
PMS2,0.2
PRKD1,0.2
TEKT3,0.2
SCFD1,0.2
TIMMDC1,0.2
BRINP3,0.2
COCH,0.2
MYOCD,0.2
CFHR3,0.2
PLRG1,0.2
FGB,0.2
CDC73,0.2
FAM120C,0.2
KCNT2,0.2
RNF216,0.2
SHOC2,0.2
SLC9C2,0.2
PPFIA2,0.2
NPSR1,0.2
ENTPD1,0.2
AMPH,0.2
FCGR2B,0.2
CC2D2B,0.2
ZNF518A,0.2
BLNK,0.2
INPP4B,0.2
FAM222B,0.2
C12orf50,0.2
TM9SF3,0.2
DDR2,0.2
C10orf12,0.2
LMX1A,0.2
ANLN,0.2
MMS19,0.2
SORBS1,0.2
NOC3L,0.2
PLCE1,0.2
KIF20B,0.2
SPACA3,0.2
IFIT1,0.2
RHOT1,0.2
ATP1A4,0.2
KCNA7,0.2
COPA,0.2
HECTD2,0.2
SLC6A16,0.2
SLAMF6,0.2
MMP14,0.2
MYOF,0.2
STK17A,0.2
ATP2B1,0.2
C7orf25,0.2
RASSF9,0.2
ALX1,0.2
OSBPL3,0.2
BBS9,0.2
SELP,0.2
ZNF827,0.2
HOXA11,0.2
CNNM2,0.2
HOXA7,0.2
MROH9,0.2
TMTC2,0.2
HOXA1,0.2
FMO1,0.2
PRRC2C,0.2
MYOC,0.2
COL17A1,0.2
C1orf105,0.2
SUCO,0.2
C7orf31,0.2
CCDC181,0.2
PTOV1,0.2
RNF31,0.2
CCDC14,0.2
CPNE6,0.2
RP11-71H17.7,0.2
SHROOM4,0.2
TADA1,0.2
KBTBD2,0.2
CCDC129,0.2
DHRS7B,0.2
MED25,0.2
DCAF6,0.2
ADCY5,0.2
CPT1C,0.2
SFT2D2,0.2
CCDC144NL,0.2
BTRC,0.2
KIAA1407,0.2
CTBP2,0.2
KCNC2,0.2
GNPNAT1,0.2
CAND1,0.2
HELB,0.2
ITPKB,0.2
ADCK3,0.2
THEMIS,0.2
IRAK3,0.2
ZNF577,0.2
KIAA0408,0.2
ZNF778,0.2
ZNF649,0.2
OR5K1,0.2
TXNDC16,0.2
TRAPPC2L,0.2
RIC3,0.2
ZNF432,0.2
SDE2,0.2
DCBLD2,0.2
WDR17,0.2
DNHD1,0.2
TSR1,0.2
SAP30,0.2
AHI1,0.2
SMYD4,0.2
SGK1,0.2
RBMX,0.2
RRP8,0.2
ZNF215,0.2
MDM1,0.2
OR6A2,0.2
SOS2,0.2
FBXO8,0.2
FILIP1L,0.2
ENPP3,0.2
ZNF841,0.2
ZNF616,0.2
ZBTB11,0.2
STK33,0.2
TARBP1,0.2
